Timestamp,Date,Ethereum,Fantom,BSC,Avalanche,Polygon,Arbitrum,Cronos,Harmony,Klaytn,Heco,Ronin,Celo,Aurora,Astar,Moonriver,Optimism,Metis,Mixin,IoTeX,Moonbeam,Gnosis,Telos,Fusion,OKExChain,RSK,Godwoken,Theta,Boba,Oasis,Songbird,Wanchain,KCC,smartBCH,Fuse,Velas,Kardia,Shiden,CSC,Elastos,Callisto,Nahmii,ThunderCore,Meter,EnergyWeb,TomoChain,XDC,Polis,Ubiq,ZYX,Hoo,GoChain,HPB,Liquidchain,Palm,EthereumClassic
1607472000,09/12/2020,14818020289.509212,,128872855.93434736,,415894.36159948626,,,,,,,188614155.06198934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607558400,10/12/2020,14728634067.98115,,130542614.11297315,,407238.568396596,,,,,,,183241868.17554143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607644800,11/12/2020,14587644875.39498,,135447465.0906027,,421716.7986111042,,,,,,,174309061.99888346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607731200,12/12/2020,14243233246.569471,,125995848.48513374,,383675.7386044667,,,,,,,174412717.42774326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607817600,13/12/2020,14863305277.615452,,131515755.83811074,,394489.6128859331,,,,,,,177111225.2590081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607904000,14/12/2020,15330924980.344784,,134135355.66954967,,372165.305928749,,,,,,,177830404.54381776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607990400,15/12/2020,15344964030.13205,,134058460.04869787,,376918.6365849307,,,,,,,184333139.7309639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608076800,16/12/2020,15695850058.86082,,133975785.22394395,,376399.0136435265,,,,,,,180993186.73247823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608163200,17/12/2020,15733052581.236212,,143453863.5075563,,391816.3874186136,,,,,,,177937767.4965551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608249600,18/12/2020,16366502447.80334,,145329581.06863636,,406705.1779318588,,,,,,,183113072.0749916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608336000,19/12/2020,16307735288.834768,,148795977.34290153,,416313.25320125755,,,,,,,180116869.30756897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
